"","site","species","family","bm","bm_se","den","den_se","l","l_se"
"796","Pillars","Sparisoma aurofrenatum","Scaridae",105.873420168333,54.8224169865212,1.5,0.927960727138337,16.7222222222222,2.69143589195318
"797","Pillars","Sparisoma chrysopterum","Scaridae",245.9697023,147.653528716218,1.16666666666667,0.565194165260439,23.1875,1.336097395402
"798","Pillars","Sparisoma rubiprinne","Scaridae",151.209648483333,82.8593883651565,0.666666666666667,0.311804782231162,27.1666666666667,2.58736244937667
"799","Pillars","Sparisoma rubripinne","Scaridae",0,0,0,0,NA,NA
"800","Pillars","Sparisoma viride","Scaridae",77.1030939295,61.4519211903409,1,0.408248290463863,14.25,5.34438958160799
"801","Pillars","Sphyraena barracuda","Sphyraenidae",0,0,0,0,NA,NA
"802","Pillars","Stegastes adustus ","Pomacentridae",0,0,0,0,NA,NA
"803","Pillars","Stegastes diencaeus","Pomacentridae",0,0,0,0,NA,NA
"804","Pillars","Stegastes leucostictus","Pomacentridae",0.397098841333333,0.397098841333333,0.333333333333333,0.333333333333333,4,NA
"805","Pillars","Stegastes partitus","Pomacentridae",31.0543565093333,10.0309270245496,14.6666666666667,5.77711000414567,5.4766590389016,0.526794330254973
"806","Pillars","Stegastes planifrons","Pomacentridae",0,0,0,0,NA,NA
"807","Pillars","Stegastes variabilis","Pomacentridae",0,0,0,0,NA,NA
"808","Pillars","Synodus foetens","Synodontidae",0,0,0,0,NA,NA
"809","Pillars","Synodus intermedius","Synodontidae",0,0,0,0,NA,NA
"810","Pillars","Thalassoma bifasciatum","Labridae",69.722502496,26.3758674850612,45.6666666666667,20.7956325542969,5.1926724137931,0.65803764097485
"811","Rendezvous","Abudefduf saxatilis","Pomacentridae",71.3602050083333,55.2753771158444,0.833333333333333,0.645497224367903,16,0
"812","Rendezvous","Acanthurus bahianus","Acanthuridae",383.36376566,148.999956225502,9.33333333333333,3.3061390708129,12.8940170940171,1.45963501282429
"813","Rendezvous","Acanthurus chirurgus","Acanthuridae",155.743320586667,82.1302254278193,2.5,1.39443337755679,14.8703703703704,0.575863400202452
"814","Rendezvous","Acanthurus coeruleus","Acanthuridae",963.833400886167,376.25403566844,9.83333333333333,3.49006526522865,15.5410774410774,0.829353076583173
"815","Rendezvous","Anisotremus surinamensis","Haemulidae",0,0,0,0,NA,NA
"816","Rendezvous","Aulostomus maculatus","Aulostomidae",0,0,0,0,NA,NA
"817","Rendezvous","Bodianus rufus","Labridae",80.51679612,45.6101141331108,0.666666666666667,0.311804782231162,18.1666666666667,1.58989866902824
"818","Rendezvous","Bothus lunatus","Bothidae",0,0,0,0,NA,NA
"819","Rendezvous","Calamus pennatula","Sparidae",43.8377355833333,43.8377355833333,0.166666666666667,0.166666666666667,25,NA
"820","Rendezvous","Cantherhines macrocerus","Monacanthidae",0,0,0,0,NA,NA
"821","Rendezvous","Cantherhines pullus","Monacanthidae",10.906821085,10.906821085,0.166666666666667,0.166666666666667,16,NA
"822","Rendezvous","Canthigaster rostrata","Tetraodontidae",52.9641035666667,52.9641035666667,0.333333333333333,0.333333333333333,20,NA
"823","Rendezvous","Caranx crysos","Carangidae",0,0,0,0,NA,NA
"824","Rendezvous","Caranx ruber","Carangidae",37.6451872,37.6451872,0.166666666666667,0.166666666666667,25,NA
"825","Rendezvous","Cephalopholis cruentata","Serranidae",0,0,0,0,NA,NA
"826","Rendezvous","Cephalopholis fulva","Serranidae",43.43039275,26.9711536002804,0.333333333333333,0.204124145231932,23,1
"827","Rendezvous","Chaetodan striatus","Chaetodontidae",13.8947908633333,13.8947908633333,0.333333333333333,0.333333333333333,12,NA
"828","Rendezvous","Chaetodon capistratus","Chaetodontidae",10.5414021133333,10.5414021133333,0.333333333333333,0.333333333333333,10,NA
"829","Rendezvous","Chaetodon ocellatus","Chaetodontidae",0,0,0,0,NA,NA
"830","Rendezvous","Chromis cyanea","Pomacentridae",0,0,0,0,NA,NA
"831","Rendezvous","Chromis multilineata","Pomacentridae",51.7895140011667,23.5312157927492,8.83333333333333,3.8151743807532,7.02536231884058,1.44401672774899
"832","Rendezvous","Clepticus parrae","Labridae",0,0,0,0,NA,NA
"833","Rendezvous","Diodon hystrix","Diodontidae",0,0,0,0,NA,NA
"834","Rendezvous","Epinephelus ascensionis","Serranidae",41.3726592333333,41.3726592333333,0.166666666666667,0.166666666666667,24,NA
"835","Rendezvous","Epinephelus guttatus","Serranidae",20.0141566,20.0141566,0.166666666666667,0.166666666666667,21,NA
"836","Rendezvous","Equetus punctatus","Sciaenidae",0,0,0,0,NA,NA
"837","Rendezvous","Gerres cinereus","Gerreidae",142.033115648333,29.226453387779,1.16666666666667,0.204124145231932,20.4,0.748331477354788
"838","Rendezvous","Gramma loreto","Serranidae",0,0,0,0,NA,NA
"839","Rendezvous","Gymnothorax moringa","Muraenidae",0,0,0,0,NA,NA
"840","Rendezvous","Haemulon carbonarium","Haemulidae",0,0,0,0,NA,NA
"841","Rendezvous","Haemulon chrysargyreum","Haemulidae",0,0,0,0,NA,NA
"842","Rendezvous","Haemulon flavolineatum","Haemulidae",190.957695,121.172560619634,2.5,1.53659074288215,17.6111111111111,0.200308404192444
"843","Rendezvous","Haemulon parra","Haemulidae",0,0,0,0,NA,NA
"844","Rendezvous","Haemulon plumieri","Haemulidae",0,0,0,0,NA,NA
"845","Rendezvous","Haemulon sciurus","Haemulidae",0,0,0,0,NA,NA
"846","Rendezvous","Haemulon spp.","Haemulidae",0.72846,0.72846,2,2,3,NA
"847","Rendezvous","Haemulton aurolineatum","Haemulidae",0,0,0,0,NA,NA
"848","Rendezvous","Halichoeres bivittatus","Labridae",41.5289595678333,14.0907892622566,9.16666666666667,2.98142396999972,7.04621212121212,1.29869367331816
"849","Rendezvous","Halichoeres garnoti","Labridae",32.5827914571667,12.4761589701801,13.3333333333333,5.96284793999944,5.28047619047619,0.320713843814876
"850","Rendezvous","Halichoeres maculipinna ","Labridae",30.817109628,9.19101436031964,2.16666666666667,1.16666666666667,10.65625,1.34375
"851","Rendezvous","Halichoeres poeyi","Labridae",0,0,0,0,NA,NA
"852","Rendezvous","Halichoeres radiatus","Labridae",20.3097534565,13.6981881305936,1.16666666666667,0.333333333333333,7.875,1.47725815843632
"853","Rendezvous","Heteropriacanthus cruentatus","Priacanthidae",0,0,0,0,NA,NA
"854","Rendezvous","Holacanthus ciliaris","Pomacanthidae",0,0,0,0,NA,NA
"855","Rendezvous","Holacanthus tricolour","Pomacanthidae",0,0,0,0,NA,NA
"856","Rendezvous","Holocentrus adsensionis","Holocentridae",103.894268083333,47.9233517918447,0.5,0.204124145231932,24,2.08166599946613
"857","Rendezvous","Holocentrus rufus","Holocentridae",0,0,0,0,NA,NA
"858","Rendezvous","Hypoplectrus puella","Serranidae",0,0,0,0,NA,NA
"859","Rendezvous","Kyphosus sectatrix","Kyphosidae",0,0,0,0,NA,NA
"860","Rendezvous","Lactophrys bicaudalis","Ostraciidae",0,0,0,0,NA,NA
"861","Rendezvous","Lactophyrs triqueter","Ostraciidae",0,0,0,0,NA,NA
"862","Rendezvous","Lutjanus apodus","Lutjanidae",66.0393636,40.6286772093359,0.5,0.333333333333333,22,2
"863","Rendezvous","Lutjanus cyanopterus","Lutjanidae",0,0,0,0,NA,NA
"864","Rendezvous","Lutjanus jocu","Lutjanidae",0,0,0,0,NA,NA
"865","Rendezvous","Lutjanus mahogoni","Lutjanidae",239.48399534,152.866643080922,2.83333333333333,1.77951304200522,17.6428571428571,0.357142857142858
"866","Rendezvous","Melichthys niger","Balistidae",0,0,0,0,NA,NA
"867","Rendezvous","Microspathodon chrysurus","Pomacentridae",46.6673870783333,30.5345933701024,0.5,0.333333333333333,15.75,0.25
"868","Rendezvous","Mulloidichthys martinicus","Mullidae",314.101320216667,314.101320216667,2.16666666666667,2.16666666666667,21.5384615384615,NA
"869","Rendezvous","Mycteroperca tigris","Serranidae",0,0,0,0,NA,NA
"870","Rendezvous","Myrichthys breviceps","Ophichthidae",0,0,0,0,NA,NA
"871","Rendezvous","Myripristis jacobus ","Holocentridae",0,0,0,0,NA,NA
"872","Rendezvous","Ocyurus chrysurus","Lutjanidae",202.655834471667,96.1966636231291,2.66666666666667,1.24721912892465,17.8888888888889,1.14880506893892
"873","Rendezvous","Paranthias furcifer","Serranidae",0,0,0,0,NA,NA
"874","Rendezvous","Pomacanthus paru","Pomacanthidae",0,0,0,0,NA,NA
"875","Rendezvous","Pseudupeneus maculatus","Mullidae",26.8040172333333,26.8040172333333,0.666666666666667,0.666666666666667,14,NA
"876","Rendezvous","Pterois sp.","Scorpaenidae",0,0,0,0,NA,NA
"877","Rendezvous","Rypticus saponaceus","Serranidae",0,0,0,0,NA,NA
"878","Rendezvous","Scarus guacamaia","Scaridae",0,0,0,0,NA,NA
"879","Rendezvous","Scarus iseri","Scaridae",0,0,0,0,NA,NA
"880","Rendezvous","Scarus iserti","Scaridae",2.49029780666667,2.49029780666667,0.166666666666667,0.166666666666667,11,NA
"881","Rendezvous","Scarus taeniopterus","Scaridae",0,0,0,0,NA,NA
"882","Rendezvous","Scarus vetula","Scaridae",0,0,0,0,NA,NA
"883","Rendezvous","Scorpaena plumieri","Scorpaenidae",0,0,0,0,NA,NA
"884","Rendezvous","Serranus tigrinus","Serranidae",0,0,0,0,NA,NA
"885","Rendezvous","Sparisoma atomarium","Scaridae",0,0,0,0,NA,NA
"886","Rendezvous","Sparisoma aurofrenatum","Scaridae",44.3199410833333,44.3199410833333,0.333333333333333,0.333333333333333,20.5,NA
"887","Rendezvous","Sparisoma chrysopterum","Scaridae",94.6182438125,33.3997723326049,1,0.408248290463863,18.9166666666667,2.32289331079439
"888","Rendezvous","Sparisoma rubiprinne","Scaridae",32.0515848033333,24.4583987441131,0.5,0.333333333333333,17.75,1.75
"889","Rendezvous","Sparisoma rubripinne","Scaridae",0,0,0,0,NA,NA
"890","Rendezvous","Sparisoma viride","Scaridae",93.015764731,39.2541253909466,2.33333333333333,0.716860438920219,11.125,0.875
"891","Rendezvous","Sphyraena barracuda","Sphyraenidae",131.811769,131.811769,0.166666666666667,0.166666666666667,50,NA
"892","Rendezvous","Stegastes adustus ","Pomacentridae",0,0,0,0,NA,NA
"893","Rendezvous","Stegastes diencaeus","Pomacentridae",0,0,0,0,NA,NA
"894","Rendezvous","Stegastes leucostictus","Pomacentridae",0,0,0,0,NA,NA
"895","Rendezvous","Stegastes partitus","Pomacentridae",21.1267005466667,7.12746918192498,23.3333333333333,8.59990310022929,3.61458333333333,0.171268922988035
"896","Rendezvous","Stegastes planifrons","Pomacentridae",0.427412559833333,0.427412559833333,0.166666666666667,0.166666666666667,5,NA
"897","Rendezvous","Stegastes variabilis","Pomacentridae",0,0,0,0,NA,NA
"898","Rendezvous","Synodus foetens","Synodontidae",0,0,0,0,NA,NA
"899","Rendezvous","Synodus intermedius","Synodontidae",0,0,0,0,NA,NA
"900","Rendezvous","Thalassoma bifasciatum","Labridae",78.1920502958333,5.19833972876273,74.5,11.8397869725581,4.64217962571563,0.352532622087182
"901","Snapper Point","Abudefduf saxatilis","Pomacentridae",0,0,0,0,NA,NA
"902","Snapper Point","Acanthurus bahianus","Acanthuridae",629.459517885,120.268348310767,12.1666666666667,3.01155183326544,15.4809523809524,0.384848873833708
"903","Snapper Point","Acanthurus chirurgus","Acanthuridae",246.442722821667,106.869636756239,3,1.25277469819774,16.1777777777778,0.622222222222222
"904","Snapper Point","Acanthurus coeruleus","Acanthuridae",323.3513709,72.8574986331165,4,1,15.2333333333333,0.329309040939426
"905","Snapper Point","Anisotremus surinamensis","Haemulidae",0,0,0,0,NA,NA
"906","Snapper Point","Aulostomus maculatus","Aulostomidae",2.96167697333333,2.96167697333333,0.166666666666667,0.166666666666667,30,NA
"907","Snapper Point","Bodianus rufus","Labridae",83.9501073216667,46.0198558639113,0.833333333333333,0.456435464587638,17.5555555555556,2.35177894316853
"908","Snapper Point","Bothus lunatus","Bothidae",0,0,0,0,NA,NA
"909","Snapper Point","Calamus pennatula","Sparidae",0,0,0,0,NA,NA
"910","Snapper Point","Cantherhines macrocerus","Monacanthidae",0,0,0,0,NA,NA
"911","Snapper Point","Cantherhines pullus","Monacanthidae",15.29346623,15.29346623,0.166666666666667,0.166666666666667,18,NA
"912","Snapper Point","Canthigaster rostrata","Tetraodontidae",3.40332044833333,3.40332044833333,0.166666666666667,0.166666666666667,10,NA
"913","Snapper Point","Caranx crysos","Carangidae",0,0,0,0,NA,NA
"914","Snapper Point","Caranx ruber","Carangidae",343.042653466667,241.777036850984,0.833333333333333,0.372677996249965,29.6666666666667,9.20748487795542
"915","Snapper Point","Cephalopholis cruentata","Serranidae",15.04790547,10.8970807846359,0.333333333333333,0.204124145231932,14.5,2.5
"916","Snapper Point","Cephalopholis fulva","Serranidae",247.756911753333,60.1056077193869,2.66666666666667,0.612372435695795,20.44,0.376297754444536
"917","Snapper Point","Chaetodan striatus","Chaetodontidae",0,0,0,0,NA,NA
"918","Snapper Point","Chaetodon capistratus","Chaetodontidae",0,0,0,0,NA,NA
"919","Snapper Point","Chaetodon ocellatus","Chaetodontidae",0,0,0,0,NA,NA
"920","Snapper Point","Chromis cyanea","Pomacentridae",1.52848133516667,1.52848133516667,0.5,0.5,5,NA
"921","Snapper Point","Chromis multilineata","Pomacentridae",162.040705177833,98.7217411889987,21.3333333333333,7.40026275809778,6.26014492753623,0.932216734631846
"922","Snapper Point","Clepticus parrae","Labridae",0,0,0,0,NA,NA
"923","Snapper Point","Diodon hystrix","Diodontidae",0,0,0,0,NA,NA
"924","Snapper Point","Epinephelus ascensionis","Serranidae",0,0,0,0,NA,NA
"925","Snapper Point","Epinephelus guttatus","Serranidae",0,0,0,0,NA,NA
"926","Snapper Point","Equetus punctatus","Sciaenidae",0,0,0,0,NA,NA
"927","Snapper Point","Gerres cinereus","Gerreidae",18.8778584,18.8778584,0.166666666666667,0.166666666666667,20,NA
"928","Snapper Point","Gramma loreto","Serranidae",0,0,0,0,NA,NA
"929","Snapper Point","Gymnothorax moringa","Muraenidae",0,0,0,0,NA,NA
"930","Snapper Point","Haemulon carbonarium","Haemulidae",0,0,0,0,NA,NA
"931","Snapper Point","Haemulon chrysargyreum","Haemulidae",60.317492305,37.9494849220288,0.833333333333333,0.52704627669473,18,0
"932","Snapper Point","Haemulon flavolineatum","Haemulidae",103.587461666667,16.814891634767,1.16666666666667,0.204124145231932,18.8,0.374165738677394
"933","Snapper Point","Haemulon parra","Haemulidae",50.3711501333333,50.3711501333333,0.166666666666667,0.166666666666667,28,NA
"934","Snapper Point","Haemulon plumieri","Haemulidae",0,0,0,0,NA,NA
"935","Snapper Point","Haemulon sciurus","Haemulidae",0,0,0,0,NA,NA
"936","Snapper Point","Haemulon spp.","Haemulidae",0,0,0,0,NA,NA
"937","Snapper Point","Haemulton aurolineatum","Haemulidae",0,0,0,0,NA,NA
"938","Snapper Point","Halichoeres bivittatus","Labridae",10.2393758176667,6.36869347331506,2.16666666666667,1.48136573621926,7.5,1.5
"939","Snapper Point","Halichoeres garnoti","Labridae",27.955841659,10.6272018763235,3.5,1.13038833052088,7.78285714285714,0.149174599796647
"940","Snapper Point","Halichoeres maculipinna ","Labridae",5.53127724333333,3.38720171800875,0.333333333333333,0.204124145231932,10,0
"941","Snapper Point","Halichoeres poeyi","Labridae",0,0,0,0,NA,NA
"942","Snapper Point","Halichoeres radiatus","Labridae",11.1463541426667,9.70507479098767,0.333333333333333,0.204124145231932,12,4
"943","Snapper Point","Heteropriacanthus cruentatus","Priacanthidae",0,0,0,0,NA,NA
"944","Snapper Point","Holacanthus ciliaris","Pomacanthidae",95.6505904333333,95.6505904333333,0.166666666666667,0.166666666666667,30,NA
"945","Snapper Point","Holacanthus tricolour","Pomacanthidae",0,0,0,0,NA,NA
"946","Snapper Point","Holocentrus adsensionis","Holocentridae",0,0,0,0,NA,NA
"947","Snapper Point","Holocentrus rufus","Holocentridae",31.9910283716667,21.1171902917759,0.333333333333333,0.204124145231932,22.5,2.5
"948","Snapper Point","Hypoplectrus puella","Serranidae",0,0,0,0,NA,NA
"949","Snapper Point","Kyphosus sectatrix","Kyphosidae",0,0,0,0,NA,NA
"950","Snapper Point","Lactophrys bicaudalis","Ostraciidae",25.21752115,25.21752115,0.166666666666667,0.166666666666667,18,NA
"951","Snapper Point","Lactophyrs triqueter","Ostraciidae",0,0,0,0,NA,NA
"952","Snapper Point","Lutjanus apodus","Lutjanidae",149.931447641667,149.931447641667,1.16666666666667,1.16666666666667,20.7142857142857,NA
"953","Snapper Point","Lutjanus cyanopterus","Lutjanidae",83.3612942,83.3612942,0.166666666666667,0.166666666666667,30,NA
"954","Snapper Point","Lutjanus jocu","Lutjanidae",0,0,0,0,NA,NA
"955","Snapper Point","Lutjanus mahogoni","Lutjanidae",46.65941616,19.1905257426554,0.5,0.204124145231932,18.3333333333333,0.333333333333333
"956","Snapper Point","Melichthys niger","Balistidae",487.8632847,327.012294837517,2.83333333333333,2.05142227084853,20.1196581196581,1.36399116996921
"957","Snapper Point","Microspathodon chrysurus","Pomacentridae",23.3115257083333,10.5964587429339,0.5,0.204124145231932,12.3333333333333,0.881917103688197
"958","Snapper Point","Mulloidichthys martinicus","Mullidae",433.458682033333,382.767842774278,3.16666666666667,2.96273147243853,23.5,2.5
"959","Snapper Point","Mycteroperca tigris","Serranidae",0,0,0,0,NA,NA
"960","Snapper Point","Myrichthys breviceps","Ophichthidae",0,0,0,0,NA,NA
"961","Snapper Point","Myripristis jacobus ","Holocentridae",0,0,0,0,NA,NA
"962","Snapper Point","Ocyurus chrysurus","Lutjanidae",67.9071340666667,49.495404007443,0.666666666666667,0.485912657903775,20,0
"963","Snapper Point","Paranthias furcifer","Serranidae",0,0,0,0,NA,NA
"964","Snapper Point","Pomacanthus paru","Pomacanthidae",0,0,0,0,NA,NA
"965","Snapper Point","Pseudupeneus maculatus","Mullidae",0,0,0,0,NA,NA
"966","Snapper Point","Pterois sp.","Scorpaenidae",0,0,0,0,NA,NA
"967","Snapper Point","Rypticus saponaceus","Serranidae",0,0,0,0,NA,NA
"968","Snapper Point","Scarus guacamaia","Scaridae",0,0,0,0,NA,NA
"969","Snapper Point","Scarus iseri","Scaridae",0,0,0,0,NA,NA
"970","Snapper Point","Scarus iserti","Scaridae",245.974059130833,66.4121961698379,5.5,0.424918292799399,12.4466666666667,1.97535518778619
"971","Snapper Point","Scarus taeniopterus","Scaridae",0,0,0,0,NA,NA
"972","Snapper Point","Scarus vetula","Scaridae",342.672670181667,188.924113293347,1.66666666666667,0.456435464587638,20.3,2.65329983228432
"973","Snapper Point","Scorpaena plumieri","Scorpaenidae",0,0,0,0,NA,NA
"974","Snapper Point","Serranus tigrinus","Serranidae",0,0,0,0,NA,NA
"975","Snapper Point","Sparisoma atomarium","Scaridae",0,0,0,0,NA,NA
"976","Snapper Point","Sparisoma aurofrenatum","Scaridae",463.447470281,104.272833819751,5.5,1.22474487139159,15.5433333333333,1.80528237249591
"977","Snapper Point","Sparisoma chrysopterum","Scaridae",85.81461755,85.81461755,0.333333333333333,0.333333333333333,26,NA
"978","Snapper Point","Sparisoma rubiprinne","Scaridae",102.998776,102.998776,0.666666666666667,0.666666666666667,24.75,NA
"979","Snapper Point","Sparisoma rubripinne","Scaridae",0,0,0,0,NA,NA
"980","Snapper Point","Sparisoma viride","Scaridae",984.763841953667,341.487717977274,3.83333333333333,1.04083299973307,22.3928571428571,2.63439765798715
"981","Snapper Point","Sphyraena barracuda","Sphyraenidae",0,0,0,0,NA,NA
"982","Snapper Point","Stegastes adustus ","Pomacentridae",0,0,0,0,NA,NA
"983","Snapper Point","Stegastes diencaeus","Pomacentridae",0.7054461835,0.7054461835,0.166666666666667,0.166666666666667,6,NA
"984","Snapper Point","Stegastes leucostictus","Pomacentridae",0.2549298005,0.169953200333333,0.5,0.333333333333333,3,0
"985","Snapper Point","Stegastes partitus","Pomacentridae",28.4244590388333,5.65974986250467,21.5,2.40658817969894,4.15548654244306,0.206821417404784
"986","Snapper Point","Stegastes planifrons","Pomacentridae",0.0942269168333333,0.0942269168333333,0.166666666666667,0.166666666666667,3,NA
"987","Snapper Point","Stegastes variabilis","Pomacentridae",0,0,0,0,NA,NA
"988","Snapper Point","Synodus foetens","Synodontidae",0,0,0,0,NA,NA
"989","Snapper Point","Synodus intermedius","Synodontidae",0,0,0,0,NA,NA
"990","Snapper Point","Thalassoma bifasciatum","Labridae",68.1884125111667,22.7328948279779,57.8333333333333,9.59817691022623,4.24093247638024,0.330746715111365
"991","Turtle Bay","Abudefduf saxatilis","Pomacentridae",388.181929461667,162.938455938244,5.5,2.26077666104176,15,0.577350269189626
"992","Turtle Bay","Acanthurus bahianus","Acanthuridae",286.450479838333,124.769875972249,4.5,1.85592145427667,16.1666666666667,0.634647758821992
"993","Turtle Bay","Acanthurus chirurgus","Acanthuridae",318.925422133333,93.0546499933948,3.66666666666667,1.07367489389376,16.69375,0.54585321210621
"994","Turtle Bay","Acanthurus coeruleus","Acanthuridae",528.63586355,200.776059300162,5.5,1.83711730708738,15.7714285714286,0.494576595756709
"995","Turtle Bay","Anisotremus surinamensis","Haemulidae",0,0,0,0,NA,NA
"996","Turtle Bay","Aulostomus maculatus","Aulostomidae",36.3930237333333,36.3930237333333,0.333333333333333,0.333333333333333,50,NA
"997","Turtle Bay","Bodianus rufus","Labridae",212.42498878,95.9418772724579,1.5,0.807946642902722,21.1777777777778,2.00788568854694
"998","Turtle Bay","Bothus lunatus","Bothidae",0,0,0,0,NA,NA
"999","Turtle Bay","Calamus pennatula","Sparidae",0,0,0,0,NA,NA
"1000","Turtle Bay","Cantherhines macrocerus","Monacanthidae",0,0,0,0,NA,NA
"1001","Turtle Bay","Cantherhines pullus","Monacanthidae",15.29346623,15.29346623,0.166666666666667,0.166666666666667,18,NA
"1002","Turtle Bay","Canthigaster rostrata","Tetraodontidae",5.83820487833333,5.83820487833333,0.166666666666667,0.166666666666667,12,NA
"1003","Turtle Bay","Caranx crysos","Carangidae",0,0,0,0,NA,NA
"1004","Turtle Bay","Caranx ruber","Carangidae",315.579050583333,315.579050583333,3.33333333333333,3.33333333333333,18.5,NA
"1005","Turtle Bay","Cephalopholis cruentata","Serranidae",30.9952626683333,25.3015950982552,0.5,0.333333333333333,15.25,2.25
"1006","Turtle Bay","Cephalopholis fulva","Serranidae",223.474520105333,46.803571180354,2.33333333333333,0.612372435695794,20.4,1.28840987267251
"1007","Turtle Bay","Chaetodan striatus","Chaetodontidae",0,0,0,0,NA,NA
"1008","Turtle Bay","Chaetodon capistratus","Chaetodontidae",7.08248573833333,7.08248573833333,0.166666666666667,0.166666666666667,11,NA
"1009","Turtle Bay","Chaetodon ocellatus","Chaetodontidae",0,0,0,0,NA,NA
"1010","Turtle Bay","Chromis cyanea","Pomacentridae",5.46707475816667,3.35034167993576,1.5,1.13038833052088,6.39285714285714,1.10714285714286
"1011","Turtle Bay","Chromis multilineata","Pomacentridae",25.075027695,15.4030998747062,3.33333333333333,2.42956328951888,8,2
"1012","Turtle Bay","Clepticus parrae","Labridae",22.27976682,14.8145094971436,0.333333333333333,0.204124145231932,18,2
"1013","Turtle Bay","Diodon hystrix","Diodontidae",0,0,0,0,NA,NA
"1014","Turtle Bay","Epinephelus ascensionis","Serranidae",0,0,0,0,NA,NA
"1015","Turtle Bay","Epinephelus guttatus","Serranidae",0,0,0,0,NA,NA
"1016","Turtle Bay","Equetus punctatus","Sciaenidae",0,0,0,0,NA,NA
"1017","Turtle Bay","Gerres cinereus","Gerreidae",0,0,0,0,NA,NA
"1018","Turtle Bay","Gramma loreto","Serranidae",0,0,0,0,NA,NA
"1019","Turtle Bay","Gymnothorax moringa","Muraenidae",0,0,0,0,NA,NA
"1020","Turtle Bay","Haemulon carbonarium","Haemulidae",0,0,0,0,NA,NA
"1021","Turtle Bay","Haemulon chrysargyreum","Haemulidae",72.3035771283333,56.666332879469,1.5,1.13038833052088,15.5,0.5
"1022","Turtle Bay","Haemulon flavolineatum","Haemulidae",758.506726666667,266.986314932461,10.1666666666667,4.15331193145904,17.8777777777778,0.409531499866269
"1023","Turtle Bay","Haemulon parra","Haemulidae",0,0,0,0,NA,NA
"1024","Turtle Bay","Haemulon plumieri","Haemulidae",0,0,0,0,NA,NA
"1025","Turtle Bay","Haemulon sciurus","Haemulidae",0,0,0,0,NA,NA
"1026","Turtle Bay","Haemulon spp.","Haemulidae",0,0,0,0,NA,NA
"1027","Turtle Bay","Haemulton aurolineatum","Haemulidae",48.2033133133333,48.2033133133333,0.666666666666667,0.666666666666667,17,NA
"1028","Turtle Bay","Halichoeres bivittatus","Labridae",0.393464296166667,0.242503163676668,0.833333333333333,0.645497224367903,4,1
"1029","Turtle Bay","Halichoeres garnoti","Labridae",43.7189452218333,23.1818538348996,10.5,0.816496580927726,4.84121212121212,0.496264836431907
"1030","Turtle Bay","Halichoeres maculipinna ","Labridae",0.539360866,0.539360866,0.166666666666667,0.166666666666667,6,NA
"1031","Turtle Bay","Halichoeres poeyi","Labridae",0,0,0,0,NA,NA
"1032","Turtle Bay","Halichoeres radiatus","Labridae",0.290128851166667,0.290128851166667,0.166666666666667,0.166666666666667,5,NA
"1033","Turtle Bay","Heteropriacanthus cruentatus","Priacanthidae",71.603565925,21.6904428224954,1,0.408248290463863,18.25,0.853912563829966
"1034","Turtle Bay","Holacanthus ciliaris","Pomacanthidae",0,0,0,0,NA,NA
"1035","Turtle Bay","Holacanthus tricolour","Pomacanthidae",21.4980224666667,21.4980224666667,0.166666666666667,0.166666666666667,17,NA
"1036","Turtle Bay","Holocentrus adsensionis","Holocentridae",22.3290024666667,22.3290024666667,0.166666666666667,0.166666666666667,21,NA
"1037","Turtle Bay","Holocentrus rufus","Holocentridae",60.2059339216667,31.8260591548663,0.833333333333333,0.456435464587638,20.7777777777778,0.618640484758891
"1038","Turtle Bay","Hypoplectrus puella","Serranidae",0,0,0,0,NA,NA
"1039","Turtle Bay","Kyphosus sectatrix","Kyphosidae",0,0,0,0,NA,NA
"1040","Turtle Bay","Lactophrys bicaudalis","Ostraciidae",0,0,0,0,NA,NA
"1041","Turtle Bay","Lactophyrs triqueter","Ostraciidae",0,0,0,0,NA,NA
"1042","Turtle Bay","Lutjanus apodus","Lutjanidae",10.932731875,10.932731875,0.166666666666667,0.166666666666667,17,NA
"1043","Turtle Bay","Lutjanus cyanopterus","Lutjanidae",0,0,0,0,NA,NA
"1044","Turtle Bay","Lutjanus jocu","Lutjanidae",0,0,0,0,NA,NA
"1045","Turtle Bay","Lutjanus mahogoni","Lutjanidae",0,0,0,0,NA,NA
"1046","Turtle Bay","Melichthys niger","Balistidae",76.1559453766667,37.473687305831,0.666666666666667,0.166666666666667,16.25,3.06526235962492
"1047","Turtle Bay","Microspathodon chrysurus","Pomacentridae",89.9134658456667,63.6653387188986,1.5,0.807946642902722,10.2666666666667,2.85267905271129
"1048","Turtle Bay","Mulloidichthys martinicus","Mullidae",1093.4571971,690.496530252934,8.16666666666667,5.51135192126215,21.1601731601732,0.8898815693527
"1049","Turtle Bay","Mycteroperca tigris","Serranidae",0,0,0,0,NA,NA
"1050","Turtle Bay","Myrichthys breviceps","Ophichthidae",0,0,0,0,NA,NA
"1051","Turtle Bay","Myripristis jacobus ","Holocentridae",25.5620457116667,15.7524368693679,0.333333333333333,0.204124145231932,17.5,0.5
"1052","Turtle Bay","Ocyurus chrysurus","Lutjanidae",66.6023639166667,32.5208817983652,0.833333333333333,0.456435464587638,18.7777777777778,1.12765461834358
"1053","Turtle Bay","Paranthias furcifer","Serranidae",0,0,0,0,NA,NA
"1054","Turtle Bay","Pomacanthus paru","Pomacanthidae",0,0,0,0,NA,NA
